objectid,assessment_year,formatted_address,community,neighborhood,ward,zoning,landuse,parcel_area_sqft,property_type,totalvalue,multiple_uses,main_pt,buildinguse,yearbuilt,belowgroundarea,abovegroundarea,num_stories,garage_present,primaryheating,constructiontype,exteriortype,roof,total_units,fireplaces,bathrooms,bedrooms
678,2020,"3932 THOMAS AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6325,RESIDENTIAL,773000,NO,R,SINGLE FAM. DWLG.,1913.0,728,2454,2,2,FORCED AIR,WOOD FRAME,STUCCO,GAMBREL,1,3,3,3
679,2020,"2712 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,9375,RESIDENTIAL,1009000,NO,R,SINGLE FAM. DWLG.,1914.0,1248,3206,2.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,4,5
680,2020,"2718 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7312,RESIDENTIAL,924500,NO,R,SINGLE FAM. DWLG.,1957.0,1020,2336,2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,2,4,4
681,2020,"3935 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6325,RESIDENTIAL,590500,NO,R,SINGLE FAM. DWLG.,1900.0,800,1306,1.7,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,0,2,2
683,2020,"3925 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6325,RESIDENTIAL,726000,NO,R,SINGLE FAM. DWLG.,1900.0,1916,2366,2,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,1,4,4
684,2020,"3934 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6411,RESIDENTIAL,768500,NO,R,SINGLE FAM. DWLG.,1908.0,1007,2006,2,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,1,4,4
685,2020,"2802 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7250,RESIDENTIAL,805000,NO,R,SINGLE FAM. DWLG.,1904.0,1232,2249,1.7,1,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GAMBREL,1,0,4,5
686,2020,"2808 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,9375,RESIDENTIAL,1440000,NO,R,SINGLE FAM. DWLG.,2006.0,2124,3952,2,3,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,1,5,5
687,2020,"2814 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6250,RESIDENTIAL,671500,NO,R,SINGLE FAM. DWLG.,1912.0,950,1510,1.7,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,3
688,2020,"3939 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7250,RESIDENTIAL,594500,NO,R,SINGLE FAM. DWLG.,1904.0,912,1362,1.7,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,2
689,2020,"3933 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6325,RESIDENTIAL,536500,NO,R,SINGLE FAM. DWLG.,1905.0,674,1234,1.7,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,1,2,3
690,2020,"3929 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,685000,NO,R,SINGLE FAM. DWLG.,1990.0,990,1974,2.2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
691,2020,"3927 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,2875,RESIDENTIAL,378000,NO,R,SINGLE FAM. DWLG.,1900.0,480,816,1.5,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,0,1,3
692,2020,"3924 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,730000,NO,R,SPLIT LEVEL SNG. DWLG.,1990.0,1160,2593,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,4
693,2020,"3928 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,1100000,NO,R,SINGLE FAM. DWLG.,2017.0,1064,2837,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,4
694,2020,"3932 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6325,RESIDENTIAL,755500,NO,R,SINGLE FAM. DWLG.,1904.0,1215,2514,2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,4,4
695,2020,"2902 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,4500,RESIDENTIAL,328000,NO,R,SINGLE FAM. DWLG.,1902.0,648,864,1.2,1,GRAVITY,WOOD FRAME,WOOD,GABLE,1,0,1,2
696,2020,"2906 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5875,RESIDENTIAL,1024000,NO,R,SINGLE FAM. DWLG.,1904.0,630,2920,1.7,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,4
697,2020,"2910 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6250,RESIDENTIAL,691000,NO,R,SINGLE FAM. DWLG.,1917.0,1040,2412,2,1,HOT WATER,WOOD FRAME,WOOD,GABLE,1,1,3,3
698,2020,"2914 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6750,RESIDENTIAL,467000,NO,R,SINGLE FAM. DWLG.,1910.0,740,1468,2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,2,4
699,2020,"3941 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6750,RESIDENTIAL,583500,NO,R,SGL. DWLG. W/TUCK UNDER,1953.0,1080,1620,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,3,1
700,2020,"3935 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6325,RESIDENTIAL,453000,NO,R,SINGLE FAM. DWLG.,1938.0,830,1569,1.5,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,3
701,2020,"3929 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,674000,NO,R,SINGLE FAM. DWLG.,1947.0,768,1538,1.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,4,3
702,2020,"3925 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,852500,NO,R,CONTEMPORARY,1955.0,912,2270,2,1,FORCED AIR,WOOD FRAME,WOOD,FLAT,1,0,3,4
703,2020,"3924 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,467500,NO,R,SINGLE FAM. DWLG.,1953.0,1120,1120,1,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,1,2,4
704,2020,"3928 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,510500,NO,R,SINGLE FAM. DWLG.,1953.0,1120,1120,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,1,2,3
705,2020,"3932 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6411,RESIDENTIAL,496500,NO,R,SINGLE FAM. DWLG.,1953.0,1204,1204,1,1,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,2,2,4
706,2020,"3940 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6062,RESIDENTIAL,658000,NO,R,SGL. DWLG. W/TUCK UNDER,1953.0,897,1661,1,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,3,3
707,2020,"3945 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7130,RESIDENTIAL,672500,NO,R,SPLIT LEVEL SNG. DWLG.,1956.0,1525,1740,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,2,3,4
708,2020,"3939 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7245,RESIDENTIAL,598000,NO,R,SPLIT LEVEL SNG. DWLG.,1956.0,1498,1694,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,2,3,3
709,2020,"3935 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7561,RESIDENTIAL,575500,NO,R,SPLIT LEVEL SNG. DWLG.,1954.0,1498,1710,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,2,3,3
710,2020,"3929 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7820,RESIDENTIAL,586500,NO,R,SPLIT LEVEL SNG. DWLG.,1955.0,1510,1734,1.2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,2,3,4
711,2020,"2809 39TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,2800,RESIDENTIAL,344500,NO,R,SINGLE FAM. DWLG.,1915.0,672,1032,1.5,0,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,0,3,2
712,2020,"3900 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,3760,RESIDENTIAL,741500,NO,R,SGL. DWLG. W/TUCK UNDER,1920.0,840,2030,2,1,HOT WATER,WOOD FRAME,STUCCO,HIP,1,1,2,3
713,2020,"3904 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,3440,RESIDENTIAL,480000,NO,R,SINGLE FAM. DWLG.,1912.0,720,1536,1.7,0,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,1,4
714,2020,"3910 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,4945,RESIDENTIAL,573000,NO,R,SINGLE FAM. DWLG.,1912.0,726,1364,1.5,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,2,2
715,2020,"3912 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7590,RESIDENTIAL,477000,NO,R,SINGLE FAM. DWLG.,1911.0,1056,1056,1,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,0,2,2
716,2020,"3920 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6095,RESIDENTIAL,700000,NO,R,SGL. DWLG. W/TUCK UNDER,1953.0,784,2279,1,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,0,1,3
717,2020,"3922 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6095,RESIDENTIAL,419500,NO,R,SGL. DWLG. W/TUCK UNDER,1953.0,810,1080,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,3
718,2020,"3923 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6900,RESIDENTIAL,1290000,NO,R,SINGLE FAM. DWLG.,2016.0,1304,3184,2,2,FORCED AIR,WOOD FRAME,CONCRETE,HIP,1,2,5,5
719,2020,"3919 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,4945,RESIDENTIAL,594500,NO,R,SINGLE FAM. DWLG.,1906.0,832,1532,1.7,2,HOT WATER,WOOD FRAME,METAL/VINYL,GAMBREL,1,0,2,2
720,2020,"3917 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,9890,RESIDENTIAL,826000,NO,R,CONTEMPORARY,1989.0,1393,2637,2,2,FORCED AIR,WOOD FRAME,WOOD,FLAT,1,1,4,3
721,2020,"3901 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5405,RESIDENTIAL,583000,NO,R,SINGLE FAM. DWLG.,1954.0,1140,1520,1,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,2,2,3
722,2020,"3828 THOMAS AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,749000,NO,R,SINGLE FAM. DWLG.,1987.0,982,2084,2.5,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,4,3
723,2020,"3833 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,666000,NO,R,SINGLE FAM. DWLG.,1905.0,828,1568,1.7,1,HOT WATER,WOOD FRAME,WOOD,GABLE,1,1,3,4
724,2020,"3829 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,775000,NO,R,SGL. DWLG. W/TUCK UNDER,1985.0,692,1572,1.7,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,3
725,2020,"3835 WASHBURN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,801000,NO,R,SPLIT LEVEL SNG. DWLG.,1993.0,420,2136,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
726,2020,"3935 THOMAS AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,4735,RESIDENTIAL,1104500,NO,R,SINGLE FAM. DWLG.,2015.0,1166,2332,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,4
727,2020,"3933 THOMAS AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,4500,RESIDENTIAL,1097500,NO,R,SGL. DWLG. W/TUCK UNDER,2015.0,1144,2260,2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,1,4,4
730,2020,"3904 THOMAS AVE S #001, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,8855,CONDOMINIUM,165000,NO,X,CONDO. & 1 GARAGE,1911.0,0,843,1,1,STEAM,WOOD FRAME,STUCCO,HIP,1,0,1,2
731,2020,"3904 THOMAS AVE S #101, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,8855,CONDOMINIUM,227500,NO,X,CONDO. & 1 GARAGE,1911.0,0,1080,1,1,STEAM,WOOD FRAME,STUCCO,HIP,1,0,1,2
732,2020,"3904 THOMAS AVE S #102, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,8855,CONDOMINIUM,239000,NO,X,CONDO. & 1 GARAGE,1911.0,0,1092,1,1,STEAM,WOOD FRAME,STUCCO,HIP,1,0,1,2
733,2020,"3904 THOMAS AVE S #201, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,8855,CONDOMINIUM,216000,NO,X,CONDO. & 1 GARAGE,1911.0,0,1080,1,1,STEAM,WOOD FRAME,STUCCO,HIP,1,0,1,2
734,2020,"3904 THOMAS AVE S #202, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,8855,CONDOMINIUM,234500,NO,X,CONDO. & 1 GARAGE,1911.0,0,1092,1,1,STEAM,WOOD FRAME,STUCCO,HIP,1,0,1,2
735,2020,"3924 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5719,RESIDENTIAL,1043500,NO,R,SINGLE FAM. DWLG.,2008.0,1476,2735,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,5
736,2020,"3930 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5781,RESIDENTIAL,434000,NO,R,SINGLE FAM. DWLG.,1900.0,300,1600,2,2,ELECTRIC,WOOD FRAME,WOOD,HIP,1,1,2,2
737,2020,"3821 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5750,RESIDENTIAL,1057000,NO,R,SINGLE FAM. DWLG.,2013.0,1118,2362,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,4
738,2020,"3817 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,11500,RESIDENTIAL,1041500,NO,R,SINGLE FAM. DWLG.,2014.0,1080,2160,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,4
739,2020,"3907 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,4945,RESIDENTIAL,991500,NO,R,SINGLE FAM. DWLG.,2015.0,1116,2368,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,4
740,2020,"3905 VINCENT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,4945,RESIDENTIAL,953000,NO,R,SINGLE FAM. DWLG.,2015.0,1239,2438,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,6
741,2020,"2704 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6250,RESIDENTIAL,1133000,NO,R,SINGLE FAM. DWLG.,2015.0,1236,2444,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,4,4
742,2020,"2708 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7250,RESIDENTIAL,1501000,NO,R,SINGLE FAM. DWLG.,2015.0,1822,3644,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,5,5
743,2020,"3008 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8906,RESIDENTIAL,1115000,NO,R,SINGLE FAM. DWLG.,2018.0,1261,2352,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,4,5
745,2020,"3803 THOMAS AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8625,RESIDENTIAL,1490000,NO,R,SINGLE FAM. DWLG.,2018.0,1156,2421,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,3,3
746,2020,"4045 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6805,RESIDENTIAL,674000,NO,R,SINGLE FAM. DWLG.,1921.0,1118,2052,1.7,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,1,4,5
747,2020,"4041 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8110,RESIDENTIAL,713000,NO,R,SINGLE FAM. DWLG.,1909.0,911,1595,1.7,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,3
748,2020,"4037 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8110,RESIDENTIAL,471500,NO,R,SINGLE FAM. DWLG.,1913.0,656,1456,2.2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
749,2020,"4033 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7935,RESIDENTIAL,371500,NO,R,SINGLE FAM. DWLG.,1912.0,654,1278,2.2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,1,3
750,2020,"4029 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7760,RESIDENTIAL,891000,NO,R,SINGLE FAM. DWLG.,1908.0,858,2764,1.7,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,4,4
751,2020,"4025 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7585,RESIDENTIAL,510000,NO,R,SINGLE FAM. DWLG.,1915.0,738,1418,1.7,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,1,1,2
752,2020,"4021 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7585,RESIDENTIAL,621000,NO,R,SINGLE FAM. DWLG.,1923.0,627,1419,2,2,HOT WATER,WOOD FRAME,STUCCO,GAMBREL,1,1,2,4
753,2020,"4017 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,MULTI-FAMILY RESIDENTIAL,7750,DOUBLE BUNGALOW,533000,NO,DB,2 FAM. CONV. SGL. DWLG.,1901.0,927,1647,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,2,1,2,4
754,2020,"4015 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7915,RESIDENTIAL,571500,NO,R,SINGLE FAM. DWLG.,1900.0,556,2140,1.7,0,FORCED AIR,WOOD FRAME,METAL/VINYL,HIP,1,0,3,3
755,2020,"2627 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7500,RESIDENTIAL,678000,NO,R,SGL. DWLG. W/TUCK UNDER,1911.0,1548,2340,1.5,1,HOT WATER,WOOD FRAME,WOOD,HIP,1,1,2,4
756,2020,"2623 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10500,RESIDENTIAL,475000,NO,R,SINGLE FAM. DWLG.,1942.0,1066,1241,1,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,3
757,2020,"2617 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7050,RESIDENTIAL,352000,NO,R,SINGLE FAM. DWLG.,1902.0,0,1388,1,0,HOT WATER,WOOD FRAME,WOOD,GABLE,1,1,2,1
758,2020,"2811 40TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5600,RESIDENTIAL,782500,NO,R,SINGLE FAM. DWLG.,1900.0,1110,2410,2.5,2,HOT WATER,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,4,3
759,2020,"4000 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6018,RESIDENTIAL,500000,NO,R,SINGLE FAM. DWLG.,1904.0,756,1524,2,1,HOT WATER,WOOD FRAME,METAL/VINYL,GABLE,1,0,3,4
760,2020,"4004 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5406,RESIDENTIAL,491000,NO,R,SPLIT ENTRY SGL. DWLG.,1967.0,1060,1060,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,3
761,2020,"4010 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8512,RESIDENTIAL,634500,NO,R,SINGLE FAM. DWLG.,1908.0,816,1838,1.7,2,FORCED AIR,WOOD FRAME,WOOD,GAMBREL,1,2,2,3
762,2020,"4016 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8512,RESIDENTIAL,556000,NO,R,SINGLE FAM. DWLG.,1912.0,922,1650,2.2,2,HOT WATER,WOOD FRAME,WOOD,HIP,1,0,1,3
763,2020,"4020 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6840,RESIDENTIAL,733500,NO,R,SINGLE FAM. DWLG.,1908.0,1255,3300,2.5,3,HOT WATER,WOOD FRAME,METAL/VINYL,GABLE,1,1,4,3
764,2020,"4024 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6840,RESIDENTIAL,631500,NO,R,SINGLE FAM. DWLG.,1913.0,906,1746,2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,1,3,3
765,2020,"4028 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6840,RESIDENTIAL,768000,NO,R,SINGLE FAM. DWLG.,1912.0,898,2167,2.5,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,4
766,2020,"4032 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6840,RESIDENTIAL,677500,NO,R,SINGLE FAM. DWLG.,1914.0,1007,2033,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,5
767,2020,"4038 UPTON AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6688,RESIDENTIAL,581500,NO,R,SINGLE FAM. DWLG.,1912.0,916,1591,1.7,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,1,3
